TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_BIRTH,YEARS_EMPLOYED
0,Cash loans,F,N,Y,1,135000,628114.5,25218,-16053,4
0,Cash loans,F,Y,N,0,,523296,13801.5,-9921,0
0,Cash loans,F,,N,2,112500,1042560,34587,-10803,3
0,Cash loans,F,N,N,0,112500,585000,25897.5,-19893,-1000
0,Cash loans,F,N,Y,0,112500,555273,16366.5,-21929,4
0,Cash loans,M,Y,Y,1,,284400,22599,-10843,6
0,Cash loans,M,,N,0,180000,450000,17739,-10307,3
0,Cash loans,F,N,Y,0,157500,1129500,37327.5,-11804,2
0,Revolving loans,M,Y,Y,1,135000,270000,13500,-14818,1
0,Cash loans,M,Y,N,2,141750,592560,32274,-14033,3
0,Cash loans,M,N,N,0,,808650,23773.5,-14804,8
0,Cash loans,F,N,Y,0,,225000,11619,-18166,12
0,Cash loans,F,N,Y,0,157500,187704,12672,-18271,0
0,Cash loans,M,,N,1,,1440000,39600,-9759,2
0,Cash loans,F,,Y,0,369000,675000,45238.5,-18652,3
0,Cash loans,F,Y,Y,1,,299772,20160,-11160,3
0,Cash loans,F,,N,0,90000,225000,23053.5,-22043,39
0,Cash loans,M,N,N,0,121500,521280,26613,-19456,1
0,Cash loans,F,N,Y,0,112500,490495.5,27387,-9874,4
0,Revolving loans,F,,Y,1,67500,270000,13500,-10125,2
0,Cash loans,F,Y,Y,1,,1125000,33025.5,-15940,25
1,Revolving loans,F,Y,Y,0,697500,450000,22500,-23299,6
0,Cash loans,F,Y,Y,0,72000,1205896.5,35388,-17822,19
0,Cash loans,F,,N,0,67500,679500,19998,-18394,3
0,Cash loans,F,N,Y,0,,1125171,44752.5,-22620,-1000
0,Cash loans,M,Y,Y,0,,1256400,36864,-23297,4
0,Revolving loans,F,N,N,0,,270000,13500,-18270,19
0,Cash loans,M,Y,Y,0,81000,148365,9954,-9986,6
0,Cash loans,F,N,Y,2,,473760,50269.5,-13058,9
0,Cash loans,M,Y,Y,0,,288873,22950,-11303,2
0,Cash loans,M,,N,2,157500,755190,38556,-11632,6
0,Cash loans,F,,Y,0,,221832,13698,-21855,-1000
0,Cash loans,M,Y,N,1,283500,360000,18418.5,-9212,5
1,Cash loans,F,N,Y,0,90000,291384,23008.5,-8456,2
0,Revolving loans,F,Y,Y,0,135000,180000,9000,-8559,1
0,Cash loans,F,,N,0,137700,1350000,39474,-9759,5
0,Cash loans,F,,N,1,90000,284400,13257,-10750,1
0,Cash loans,F,N,Y,0,139500,684000,20128.5,-21083,-1000
0,Cash loans,F,N,Y,1,112500,254700,30226.5,-10462,0
1,Cash loans,F,N,Y,0,157500,88884,4950,-22562,-1000
0,Revolving loans,F,,Y,0,,135000,6750,-22227,-1000
0,Cash loans,F,Y,Y,0,76500,239850,23850,-24777,-1000
0,Cash loans,F,Y,N,1,180000,490495.5,27517.5,-14597,3
0,Cash loans,F,N,N,0,405000,1546020,44437.5,-17249,15
1,Cash loans,M,N,Y,0,,204768,16308,-11632,1
0,Cash loans,M,N,Y,0,,607500,16024.5,-10299,4
0,Cash loans,M,Y,N,0,135000,1193580,35028,-21306,1
0,Revolving loans,M,Y,Y,1,180000,382500,19125,-14539,15
0,Cash loans,F,N,N,1,225000,500566.5,37557,-14826,0
0,Cash loans,F,,Y,0,99000,254700,14350.5,-24416,-1000
0,Cash loans,F,Y,Y,0,90000,900000,26316,-20693,-1000
0,Cash loans,F,,N,1,157500,264888,31563,-9232,1
0,Cash loans,M,Y,N,0,,331834.5,15507,-18091,11
0,Cash loans,F,Y,Y,2,,363190.5,24399,-10866,6
0,Cash loans,M,Y,Y,1,121500,545040,26640,-14496,8
0,Cash loans,F,N,N,0,112500,448056,16222.5,-21458,-1000
1,Cash loans,M,N,Y,0,81000,312840,22891.5,-8038,1
0,Cash loans,M,,N,1,,814041,23931,-13558,9
0,Cash loans,F,N,Y,3,90000,319981.5,16884,-10347,2
0,Cash loans,M,Y,Y,1,247500,1081179,45936,-16975,0
0,Cash loans,F,N,N,1,63000,544491,17694,-14255,3
1,Cash loans,F,N,Y,0,202500,611950.5,48478.5,-12915,5
0,Cash loans,F,N,Y,0,225000,454500,19386,-12103,8
0,Cash loans,F,N,Y,0,99000,544491,17694,-22662,-1000
0,Cash loans,F,,N,0,90000,536917.5,17577,-15247,7
0,Cash loans,F,N,N,1,112500,612612,31410,-15346,8
0,Revolving loans,F,Y,Y,1,,180000,9000,-9990,3
0,Cash loans,M,Y,Y,0,,760500,22365,-22834,-1000
0,Cash loans,F,,N,0,315000,1575000,54877.5,-18660,11
0,Cash loans,F,N,N,1,67500,450000,12001.5,-16377,26
0,Cash loans,M,N,Y,0,,904500,36000,-23072,-1000
0,Cash loans,F,Y,Y,0,135000,162000,6237,-17700,-1000
0,Cash loans,M,Y,Y,0,,661500,37066.5,-21766,13
0,Cash loans,F,N,Y,1,202500,771493.5,25627.5,-16475,0
0,Cash loans,F,Y,Y,0,135000,381528,14382,-15980,6
0,Cash loans,M,N,N,0,202500,135000,16020,-14631,13
1,Cash loans,M,,Y,0,252000,555273,18040.5,-19636,16
0,Cash loans,M,N,Y,1,,450000,24543,-13062,6
0,Revolving loans,M,N,Y,0,180000,225000,11250,-21284,0
0,Cash loans,M,Y,Y,0,184500,1363500,50530.5,-8808,3
0,Cash loans,F,N,N,0,90000,566055,15061.5,-13528,0
0,Cash loans,M,N,Y,1,135000,1236816,36292.5,-13607,9
0,Cash loans,M,Y,N,2,,746280,50004,-10851,1
0,Cash loans,M,,Y,0,55350,324000,15889.5,-22286,-1000
0,Cash loans,F,N,Y,0,,91692,9198,-20290,-1000
0,Cash loans,F,,Y,2,112500,312768,16506,-14809,2
0,Cash loans,F,N,N,0,193500,536917.5,17577,-20386,-1000
1,Cash loans,F,,Y,1,180000,584766,28129.5,-12529,2
1,Cash loans,F,Y,N,1,112500,814041,26388,-10212,2
0,Cash loans,F,N,Y,1,72000,269550,12001.5,-16026,6
0,Cash loans,M,Y,N,2,135000,485640,38133,-17225,2
0,Cash loans,F,,Y,1,67500,208512,24876,-11283,1
0,Cash loans,M,Y,Y,2,171000,1056447,31018.5,-14092,14
0,Cash loans,F,N,Y,0,202500,508495.5,20164.5,-23196,0
0,Revolving loans,F,,N,0,,270000,13500,-19931,10
0,Cash loans,M,Y,Y,0,202500,835380,40320,-10893,3
0,Cash loans,M,Y,N,1,157500,835380,35523,-15681,9
0,Cash loans,M,,N,0,,294322.5,23382,-10474,6
0,Cash loans,M,N,Y,1,292500,967428,28287,-19879,8
0,Cash loans,F,,Y,0,,1036980,40486.5,-15177,6
0,Revolving loans,F,N,N,0,180000,450000,22500,-20243,-1000
0,Cash loans,F,,N,1,,227520,13189.5,-12019,9
0,Cash loans,F,N,N,1,,1288350,37800,-14089,5
0,Cash loans,M,,N,1,,904500,26577,-16345,3
0,Cash loans,F,,N,0,180000,1035832.5,30415.5,-14513,5
0,Cash loans,M,Y,N,2,,579195,21591,-11203,8
0,Cash loans,F,Y,Y,0,,973503,49837.5,-21684,-1000
0,Cash loans,M,N,Y,0,135000,127350,13500,-9395,0
1,Cash loans,M,,Y,1,157500,382500,25690.5,-16822,4
1,Cash loans,M,Y,Y,0,,1288350,37795.5,-23646,21
0,Cash loans,M,Y,N,0,247500,280170,33381,-9457,5
0,Cash loans,M,Y,N,1,202500,225000,17905.5,-12632,1
0,Cash loans,M,Y,N,0,270000,473760,53581.5,-10157,0
0,Cash loans,M,Y,Y,2,,375408,29790,-12272,6
0,Cash loans,F,N,N,0,,1078200,31653,-15709,22
0,Revolving loans,F,N,Y,0,,270000,13500,-18871,2
1,Cash loans,M,Y,N,1,,1493086.5,48523.5,-13746,2
0,Cash loans,F,N,Y,0,315000,661500,35244,-19055,18
0,Cash loans,F,N,Y,2,189000,521280,28408.5,-13653,17
0,Cash loans,F,N,N,0,112500,225000,6318,-15241,22
0,Cash loans,F,,N,1,112500,366768,29106,-10294,0
0,Cash loans,M,N,Y,1,,1006920,42790.5,-15976,9
0,Cash loans,F,N,N,0,90000,823500,24205.5,-10498,6
0,Cash loans,F,N,Y,1,90000,318528,21415.5,-10007,3
1,Cash loans,F,N,N,1,,1288350,37800,-10448,4
0,Cash loans,F,N,Y,0,157500,385375.5,39618,-17567,10
0,Cash loans,M,,Y,3,,1471491,98338.5,-10922,1
0,Cash loans,F,N,Y,1,225000,208854,22288.5,-13760,4
0,Cash loans,M,N,Y,0,117000,1061599.5,31171.5,-20836,8
0,Cash loans,F,N,Y,0,,291384,26856,-18829,4
0,Cash loans,F,N,N,2,148500,675000,46980,-12765,3
0,Cash loans,F,Y,N,1,112500,832500,29623.5,-13494,6
0,Cash loans,F,N,Y,0,157500,533668.5,37273.5,-9297,3
0,Cash loans,M,Y,N,0,,497520,53712,-18485,2
0,Cash loans,F,N,N,0,,254700,24939,-24634,31
0,Cash loans,F,N,N,0,45000,675000,19867.5,-19862,-1000
0,Cash loans,F,,N,1,90000,755190,32125.5,-15414,23
0,Cash loans,M,Y,N,2,,544491,21096,-14813,3
0,Cash loans,F,Y,N,1,135000,785398.5,31275,-11415,5
0,Cash loans,M,N,Y,0,202500,1078200,31653,-18845,10
0,Cash loans,F,,Y,0,157500,1046142,30717,-22229,-1000
0,Cash loans,M,N,N,0,247500,447768,47511,-9827,0
0,Cash loans,F,N,N,0,,808650,23305.5,-21150,-1000
0,Cash loans,F,N,Y,0,270000,1800000,62698.5,-16701,25
0,Cash loans,F,N,N,0,,225000,11488.5,-9361,3
0,Revolving loans,F,N,Y,1,171000,225000,11250,-11241,10
0,Cash loans,F,,Y,0,,760225.5,51138,-13617,5
0,Cash loans,M,Y,N,0,,454500,18153,-21408,-1000
0,Cash loans,F,,Y,0,67500,675000,19737,-20139,-1000
0,Cash loans,F,,Y,0,,1546020,42642,-17185,-1000
0,Revolving loans,F,,N,0,54000,157500,7875,-8103,1
0,Cash loans,F,N,Y,0,,101880,12217.5,-15597,24
0,Cash loans,F,N,Y,1,,269550,11547,-13347,6
0,Cash loans,M,Y,Y,0,270000,752553,40954.5,-20989,-1000
0,Cash loans,M,,Y,0,,265306.5,28701,-13005,8
0,Cash loans,M,N,N,1,157500,675000,34641,-14222,10
1,Cash loans,F,,N,0,135000,450000,12757.5,-18927,-1000
0,Cash loans,M,N,Y,0,382500,733315.5,39199.5,-9730,-1000
0,Cash loans,F,N,N,1,76500,358344,26203.5,-13099,10
0,Cash loans,F,N,Y,0,,381528,14512.5,-19741,10
1,Cash loans,F,N,Y,0,135000,895500,45720,-11960,7
0,Cash loans,F,Y,N,0,157500,630000,34177.5,-14319,2
0,Cash loans,F,N,Y,0,211500,571396.5,24340.5,-21916,-1000
0,Cash loans,F,N,N,1,,1260000,50098.5,-14888,16
0,Cash loans,F,Y,N,2,67500,363190.5,24268.5,-11896,2
0,Cash loans,F,,N,0,90000,225000,6579,-10338,2
0,Cash loans,M,Y,Y,1,225000,1078200,31653,-16780,2
1,Cash loans,F,N,Y,0,225000,942300,36643.5,-18257,4
0,Cash loans,F,N,Y,0,247500,495000,23944.5,-14912,0
0,Cash loans,M,Y,Y,0,180000,438084,28125,-17753,3
0,Cash loans,F,N,Y,0,99000,518562,20695.5,-18929,11
0,Cash loans,F,N,N,0,180000,1113840,51745.5,-14719,9
0,Revolving loans,M,Y,N,0,,180000,9000,-11145,0
0,Cash loans,M,,N,0,225000,730017,29079,-20026,-1000
0,Cash loans,F,N,Y,0,166500,518562,25078.5,-10556,2
0,Cash loans,M,Y,Y,0,279000,610762.5,64264.5,-18341,1
0,Cash loans,F,N,Y,0,180000,675000,41427,-20642,-1000
0,Revolving loans,F,N,Y,1,112500,337500,16875,-17613,0
0,Cash loans,M,Y,Y,0,112500,389484,18868.5,-11628,11
0,Cash loans,F,,N,2,94500,225000,24363,-12065,7
1,Cash loans,M,,N,1,247500,740088,35734.5,-17881,6
0,Cash loans,F,N,Y,0,,314100,21375,-10258,2
0,Cash loans,F,,Y,0,144000,473760,46858.5,-19418,28
1,Cash loans,M,Y,Y,2,112500,234000,12078,-11778,6
0,Cash loans,F,N,N,1,106200,472500,46161,-20520,-1000
0,Cash loans,F,,Y,0,,557770.5,18432,-20795,-1000
0,Cash loans,F,N,Y,0,,1288350,37800,-22588,7
0,Cash loans,F,,Y,0,,454500,29173.5,-15781,1
0,Revolving loans,M,Y,Y,2,135000,360000,18000,-15174,4
1,Cash loans,M,Y,Y,1,,463500,20547,-12019,9
0,Cash loans,M,Y,Y,2,,755190,56592,-13609,0
0,Cash loans,F,Y,N,0,94500,1350000,37125,-18224,27
0,Cash loans,F,N,N,0,99000,553806,23593.5,-15601,13
0,Cash loans,F,N,Y,0,144000,207000,15192,-20319,-1000
0,Cash loans,F,,N,0,94500,755190,33264,-22727,-1000
0,Cash loans,M,Y,N,0,450000,855882,64120.5,-11819,6
0,Cash loans,F,Y,Y,0,67500,900000,26316,-19502,4
0,Cash loans,F,N,Y,0,315000,1606036.5,44293.5,-23035,-1000
0,Cash loans,F,N,Y,0,,808650,23773.5,-18808,2
0,Cash loans,F,Y,Y,0,,509400,32683.5,-15332,8
1,Cash loans,F,N,Y,0,76500,314100,17167.5,-16785,3
0,Cash loans,F,Y,N,1,135000,405000,17289,-13292,10
0,Cash loans,F,N,Y,0,,922500,41814,-18882,1
0,Cash loans,M,,Y,1,126000,540000,22828.5,-17509,0
0,Cash loans,F,N,N,0,180000,808650,26217,-19567,19
0,Cash loans,M,N,N,0,,562500,24907.5,-21519,15
0,Cash loans,M,Y,N,0,247500,551079,28984.5,-14089,3
0,Cash loans,F,,N,0,112500,945000,25056,-11142,7
0,Cash loans,F,N,Y,0,225000,454500,23206.5,-12148,0
0,Cash loans,M,Y,Y,0,180000,156384,16969.5,-18435,3
0,Cash loans,F,,N,2,,1125000,33025.5,-15104,4
0,Cash loans,F,N,Y,0,225000,1006920,70209,-18280,13
0,Cash loans,F,N,N,2,112500,1288350,37800,-11501,0
0,Cash loans,F,N,N,1,180000,196213.5,14404.5,-13055,3
0,Cash loans,F,,N,0,99000,518562,20695.5,-21696,-1000
0,Cash loans,F,N,Y,0,225000,512064,19431,-19607,0
0,Cash loans,F,N,N,1,67500,314055,13437,-16423,5
0,Cash loans,F,N,Y,0,108000,269550,18891,-21551,-1000
0,Cash loans,M,,N,0,180000,675000,32602.5,-9954,7
0,Cash loans,F,N,Y,0,225000,545040,30564,-18112,11
0,Revolving loans,F,,Y,1,180000,270000,13500,-9660,5
0,Revolving loans,M,Y,Y,0,225000,180000,9000,-9563,2
0,Cash loans,F,Y,N,1,,294322.5,17023.5,-15481,24
0,Cash loans,F,Y,Y,1,,805072.5,28917,-12784,6
0,Cash loans,F,N,Y,0,85500,288873,16713,-14291,3
0,Cash loans,F,N,Y,0,157500,306306,14863.5,-10179,8
0,Cash loans,F,N,N,0,112500,472500,46030.5,-15174,2
0,Cash loans,M,Y,Y,0,135000,401386.5,19440,-23034,-1000
0,Cash loans,M,,Y,0,,454500,21996,-19818,33
0,Cash loans,F,N,N,0,90000,381528,18684,-12632,2
0,Cash loans,F,N,Y,2,157500,1128415.5,44883,-13272,3
0,Cash loans,M,N,N,0,157500,1381113,36562.5,-15062,0
1,Cash loans,F,N,Y,0,292500,501435,23373,-18735,1
0,Cash loans,F,N,Y,0,126000,338832,16429.5,-20802,-1000
0,Cash loans,F,,Y,1,157500,526491,29529,-14100,6
0,Cash loans,F,,N,0,,113076,4918.5,-20639,12
0,Cash loans,F,N,Y,0,,427500,26284.5,-21221,-1000
0,Cash loans,F,N,Y,0,103500,770913,22540.5,-21245,-1000
1,Cash loans,F,N,Y,0,90000,405000,19611,-21052,-1000
0,Cash loans,F,,Y,1,,263686.5,26208,-16945,6
0,Cash loans,F,N,Y,0,,860377.5,44059.5,-19173,14
0,Cash loans,F,Y,N,0,270000,781920,61906.5,-10106,6
0,Cash loans,F,,Y,0,90000,495000,26982,-11517,12
0,Cash loans,F,,Y,0,225000,450000,21109.5,-17586,21
0,Cash loans,M,Y,Y,0,112500,755190,36459,-11695,12
0,Cash loans,F,,N,0,63000,312768,15966,-10538,2
0,Revolving loans,M,N,Y,0,,135000,6750,-22079,-1000
0,Cash loans,F,N,Y,0,315000,808650,23643,-17202,3
0,Cash loans,F,Y,Y,2,171000,840996,24588,-15115,0
0,Cash loans,F,Y,Y,0,360000,900000,29034,-12526,2
0,Cash loans,F,N,N,0,,675000,49117.5,-8215,2
0,Cash loans,F,Y,Y,1,112500,254700,26874,-10986,4
0,Cash loans,F,N,N,0,202500,900000,26316,-10344,2
0,Cash loans,M,,Y,1,90000,175896,12028.5,-16102,10
0,Cash loans,F,N,N,0,,450000,21888,-13652,14
0,Cash loans,M,Y,Y,1,157500,255960,14823,-15283,4
0,Cash loans,F,N,Y,0,112500,167895,15777,-23646,-1000
0,Cash loans,F,N,N,1,,305221.5,17649,-11847,0
0,Cash loans,M,Y,N,2,360000,1557544.5,45670.5,-16936,7
0,Cash loans,F,,Y,1,225000,553581,43866,-10727,5
0,Cash loans,F,N,N,0,211500,363190.5,36049.5,-18547,1
0,Cash loans,M,N,Y,0,,835380,40320,-21861,35
0,Cash loans,F,N,Y,0,144000,505642.5,23557.5,-18584,1
0,Cash loans,F,N,Y,1,,1762110,48456,-14948,13
0,Cash loans,M,N,Y,0,,640080,24259.5,-18665,5
0,Cash loans,F,,N,0,,1078200,38200.5,-14968,3
1,Cash loans,M,N,Y,0,112500,595273.5,29083.5,-23077,-1000
0,Cash loans,M,,Y,1,247500,1005120,32553,-15535,0
1,Cash loans,F,N,Y,0,,286704,22779,-16826,3
0,Cash loans,F,N,N,0,126000,270000,11893.5,-15028,9
0,Cash loans,F,N,Y,2,,225000,24363,-12442,16
0,Cash loans,F,N,Y,0,202500,1062027,31180.5,-19757,9
1,Cash loans,F,,Y,2,81000,675000,19737,-13703,7
0,Cash loans,F,N,Y,0,,820453.5,44640,-10918,0
1,Cash loans,F,,Y,3,112500,1078200,31653,-10011,0
1,Cash loans,M,Y,N,0,90000,640080,29970,-23748,-1000
0,Cash loans,F,N,N,1,180000,1061599.5,28134,-15517,5
0,Revolving loans,F,N,Y,0,135000,180000,9000,-22732,-1000
0,Cash loans,F,,Y,0,108000,495000,23944.5,-11173,5
0,Cash loans,F,Y,Y,0,112500,445500,16924.5,-18579,2
0,Cash loans,F,N,Y,0,67500,390960,31347,-18609,4
0,Cash loans,F,N,N,2,,270000,12717,-17721,4
0,Cash loans,M,N,Y,0,135000,701730,70956,-14150,11
0,Cash loans,F,,Y,0,90000,942300,27679.5,-19244,24
0,Revolving loans,F,,N,0,,247500,12375,-17342,21
0,Cash loans,M,,Y,0,202500,814041,23800.5,-19761,1
0,Cash loans,F,,Y,0,85500,1118286,32827.5,-16511,12
0,Cash loans,F,,Y,1,135000,314100,16573.5,-11413,3
0,Revolving loans,M,N,Y,0,225000,450000,22500,-17817,3
1,Cash loans,M,,Y,0,135000,225000,11074.5,-8438,2
0,Revolving loans,F,N,Y,0,90000,135000,6750,-11036,0
1,Cash loans,F,N,Y,0,382500,360000,38902.5,-15747,4
1,Cash loans,M,,N,0,90000,413235,26406,-8261,0
0,Cash loans,F,N,Y,0,,143910,14148,-24722,-1000
1,Cash loans,F,Y,Y,1,,312768,16506,-11860,0
0,Cash loans,F,Y,N,1,,755190,36328.5,-12831,5
0,Cash loans,F,Y,Y,1,180000,1125000,39987,-14527,17
0,Cash loans,F,,N,1,135000,497520,53712,-11133,11
0,Cash loans,F,N,Y,1,99000,284400,14854.5,-10738,3
0,Cash loans,F,N,Y,0,94500,143910,14233.5,-22418,-1000
0,Cash loans,M,Y,N,1,202500,1125000,33025.5,-14116,16
0,Cash loans,F,,N,0,247500,675000,20596.5,-17089,15
0,Cash loans,F,,N,0,135000,1078200,28570.5,-8971,0
0,Revolving loans,F,N,N,1,234000,675000,33750,-10671,9
0,Cash loans,F,N,N,0,,254700,14751,-24093,0
0,Revolving loans,F,,Y,0,67500,202500,10125,-21065,-1000
0,Cash loans,M,N,Y,1,121500,156384,13419,-8153,2
0,Revolving loans,F,,Y,1,,180000,9000,-12490,1
0,Cash loans,F,N,Y,0,90000,450000,21780,-21348,-1000
0,Cash loans,F,,Y,1,135000,900000,46084.5,-10490,1
0,Cash loans,F,N,Y,0,36000,630000,18549,-18237,8
0,Cash loans,F,,Y,0,112500,781920,41787,-23377,0
0,Cash loans,F,N,Y,0,225000,450000,36211.5,-17273,5
0,Cash loans,F,,Y,0,135000,447768,41994,-9138,0
0,Cash loans,M,Y,Y,0,180000,203760,11826,-9654,3
0,Cash loans,F,N,Y,1,315000,1019844,57078,-12413,1
0,Revolving loans,M,Y,Y,0,121500,180000,9000,-10082,4
0,Cash loans,F,N,Y,0,,533668.5,23638.5,-21479,-1000
0,Cash loans,F,N,Y,0,,675000,26901,-17758,3
0,Cash loans,F,,Y,0,135000,633730.5,32485.5,-21384,-1000
1,Cash loans,M,Y,Y,0,157500,675000,49248,-9685,8
0,Cash loans,M,Y,Y,0,,178290,17631,-22472,17
0,Cash loans,F,N,Y,1,162000,294322.5,11223,-18989,2
1,Cash loans,M,N,N,1,,270000,21330,-10128,2
0,Cash loans,F,N,N,0,,755190,31995,-14801,5
0,Revolving loans,M,N,Y,1,360000,180000,9000,-15635,0
0,Cash loans,F,N,N,1,72000,942300,30528,-11123,3
0,Cash loans,M,,Y,0,189000,619254,31792.5,-8258,2
0,Cash loans,M,N,Y,0,135000,1339884,39307.5,-16220,3
0,Cash loans,F,N,Y,0,,450000,21109.5,-10527,2
0,Cash loans,M,Y,Y,0,333000,848745,46174.5,-17769,9
0,Cash loans,F,N,Y,0,67500,258768,12577.5,-22138,-1000
0,Cash loans,F,N,N,0,112500,298512,31801.5,-9919,5
1,Cash loans,M,Y,Y,0,90000,213948,23040,-11849,1
0,Cash loans,F,N,Y,0,90000,454500,14791.5,-13716,-1000
0,Cash loans,F,N,N,0,99000,448299,30456,-11736,1
0,Revolving loans,F,N,Y,2,112500,135000,6750,-16550,15
0,Cash loans,F,N,Y,0,121500,474048,24201,-17293,23
0,Cash loans,F,,Y,0,,942300,30528,-20624,-1000
0,Cash loans,F,N,N,2,,354469.5,21550.5,-11742,0
0,Cash loans,F,N,Y,0,135000,215640,15138,-20464,25
0,Cash loans,F,N,Y,0,,728460,38938.5,-23361,-1000
0,Cash loans,F,Y,Y,0,67500,763870.5,32494.5,-22971,-1000
0,Cash loans,M,Y,N,1,225000,1260000,36238.5,-12129,1
0,Cash loans,F,N,Y,0,135000,172512,12397.5,-16247,1
0,Cash loans,M,Y,Y,0,,595903.5,28795.5,-11478,1
0,Cash loans,F,N,Y,2,94500,177903,12510,-14666,10
0,Cash loans,F,N,N,0,180000,323194.5,25663.5,-8640,5
0,Revolving loans,F,N,Y,0,306000,135000,6750,-21858,-1000
0,Cash loans,F,N,Y,0,135000,607500,25866,-20619,-1000
0,Cash loans,F,,Y,0,,601474.5,25614,-21645,-1000
0,Cash loans,M,N,Y,0,90000,512338.5,24916.5,-9327,0
1,Cash loans,M,,Y,0,184500,578979,31536,-21795,-1000
0,Cash loans,M,Y,N,0,,781920,47965.5,-13418,3
1,Cash loans,F,N,Y,1,90000,545040,25407,-14607,2
0,Cash loans,M,Y,Y,0,,835605,29736,-17644,9
0,Cash loans,F,N,N,1,,490536,22864.5,-12325,3
0,Cash loans,F,N,Y,0,,808650,26086.5,-16351,1
0,Cash loans,M,,Y,0,,1107981,32526,-10032,3
0,Cash loans,M,Y,N,1,,1024290,29484,-11199,7
0,Cash loans,M,,Y,1,,491031,36841.5,-10279,9
0,Cash loans,F,N,N,2,49500,278460,19930.5,-13873,3
0,Cash loans,F,N,Y,0,,153504,15084,-23630,-1000
0,Cash loans,M,,N,2,135000,545040,26509.5,-14958,3
0,Cash loans,F,N,Y,0,,254700,14751,-24052,-1000
0,Cash loans,F,N,N,1,130500,540000,23917.5,-13815,1
0,Cash loans,F,N,Y,0,,1800000,62698.5,-18024,7
0,Cash loans,F,,Y,0,153000,675000,30631.5,-18417,2
0,Cash loans,M,,Y,1,450000,900000,89928,-12812,6
0,Revolving loans,F,,N,0,,225000,11250,-20884,-1000
1,Cash loans,M,Y,Y,0,112500,225000,13594.5,-17624,11
0,Cash loans,M,Y,Y,2,126000,156384,16155,-13040,2
0,Cash loans,M,,N,1,405000,582768,42408,-10543,2
0,Cash loans,F,,Y,0,90000,459000,16861.5,-17711,3
0,Cash loans,F,N,Y,0,130500,534204,34267.5,-18403,-1000
0,Cash loans,F,Y,N,1,,755190,36459,-14052,7
0,Cash loans,F,N,N,0,112500,225000,22252.5,-22673,-1000
0,Cash loans,M,Y,Y,0,67500,312768,13905,-23515,-1000
0,Cash loans,F,N,Y,0,,284400,13387.5,-20838,2
0,Cash loans,F,N,Y,2,193500,781920,28215,-16199,6
0,Cash loans,F,N,N,0,135000,273636,14571,-22594,4
1,Cash loans,F,Y,Y,0,157500,900000,26446.5,-15296,3
0,Cash loans,F,N,Y,0,171000,781695,25344,-19458,0
0,Cash loans,M,,Y,0,,284400,10345.5,-20888,3
0,Cash loans,F,N,Y,1,,1042560,40702.5,-16780,3
0,Cash loans,M,N,Y,0,,452385,21217.5,-9810,0
0,Cash loans,F,N,Y,1,126000,359775,38875.5,-14375,9
1,Cash loans,M,Y,N,0,234000,1067940,28300.5,-15352,3
0,Cash loans,M,,N,0,292500,1024740,55719,-10010,0
0,Cash loans,M,Y,Y,0,,238500,12307.5,-14152,6
0,Cash loans,F,N,Y,0,166500,755190,36459,-16590,1
0,Cash loans,F,N,Y,0,,1428408,74092.5,-22654,-1000
0,Cash loans,F,Y,Y,2,,503676,27454.5,-11896,3
0,Cash loans,M,Y,Y,0,202500,675000,32602.5,-12394,11
0,Cash loans,F,Y,Y,1,157500,1237684.5,49086,-13785,6
0,Cash loans,M,Y,Y,0,180000,450000,38628,-10052,3
0,Cash loans,F,N,Y,0,126000,607500,31018.5,-23178,-1000
0,Cash loans,M,N,Y,0,144000,187704,10903.5,-22250,-1000
0,Revolving loans,F,,Y,0,135000,135000,6750,-11927,1
0,Cash loans,F,N,Y,0,,675000,34465.5,-10453,4
0,Cash loans,M,Y,Y,3,90000,225000,11650.5,-11654,8
0,Revolving loans,F,,N,1,112500,540000,27000,-14182,13
0,Cash loans,F,N,N,0,,900000,26316,-20563,0
0,Cash loans,M,Y,Y,0,,256500,14044.5,-14367,10
0,Cash loans,F,N,Y,0,90000,288873,16258.5,-21024,-1000
0,Cash loans,F,N,Y,0,188100,1006920,42790.5,-20807,-1000
0,Cash loans,M,Y,Y,2,112500,808650,23773.5,-18664,21
0,Cash loans,F,N,N,0,112500,521280,26743.5,-18913,1
0,Revolving loans,M,N,Y,0,90000,270000,13500,-14514,4
0,Cash loans,M,Y,Y,0,135000,781920,28215,-18586,13
0,Revolving loans,M,Y,Y,1,180000,450000,22500,-11973,3
0,Cash loans,M,N,Y,0,,472500,37462.5,-9958,0
0,Cash loans,F,N,Y,0,,545040,20677.5,-23090,-1000
0,Cash loans,M,Y,N,0,405000,508500,21672,-20049,7
0,Revolving loans,M,,Y,0,,450000,22500,-22190,-1000
0,Cash loans,F,N,N,0,,1350000,43681.5,-20492,-1000
1,Cash loans,M,Y,N,0,,343377,19840.5,-11122,1
0,Cash loans,F,N,Y,2,90000,675000,21906,-13444,4
0,Cash loans,M,N,Y,1,,450000,21109.5,-18005,3
0,Cash loans,F,N,N,0,49500,390960,27801,-23803,-1000
0,Cash loans,F,,Y,1,121500,288873,21064.5,-10203,0
0,Cash loans,F,Y,Y,1,202500,536917.5,30109.5,-12035,11
0,Cash loans,F,N,Y,0,135000,270000,14778,-8762,2
